title,group,tags,source_page,media_url,notes
Tenshi Mountains from Mount Ashiwada (with note).jpg,main,aokigahara; macro / edge / skyline,https://commons.wikimedia.org/wiki/File:Tenshi_Mountains_from_Mount_Ashiwada_(with_note).jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Tenshi%20Mountains%20from%20Mount%20Ashiwada%20(with%20note).jpg?width=900,"Wikimedia Commons; open source page for author, exact licence, original resolution and any geotags."
Warning signal for suicides in Aokigahara.jpg,main,aokigahara; signage / visitor infrastructure,https://commons.wikimedia.org/wiki/File:Warning_signal_for_suicides_in_Aokigahara.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Warning%20signal%20for%20suicides%20in%20Aokigahara.jpg?width=900,"Wikimedia Commons; open source page for author, exact licence, original resolution and any geotags."
"Facility for storing eggs of silk worms, Fugaku Wind Cave - July 2012.jpg",Fugaku Wind Cave,cave / lava; Fugaku Wind Cave,"https://commons.wikimedia.org/wiki/File:Facility_for_storing_eggs_of_silk_worms,_Fugaku_Wind_Cave_-_July_2012.jpg","https://commons.wikimedia.org/wiki/Special:Redirect/file/Facility%20for%20storing%20eggs%20of%20silk%20worms,%20Fugaku%20Wind%20Cave%20-%20July%202012.jpg?width=900","Wikimedia Commons; open source page for author, exact licence, original resolution and any geotags."
Fugaku fuketsu - Ice pond.jpg,Fugaku Wind Cave,cave / lava; Fugaku Wind Cave,https://commons.wikimedia.org/wiki/File:Fugaku_fuketsu_-_Ice_pond.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Fugaku%20fuketsu%20-%20Ice%20pond.jpg?width=900,"Wikimedia Commons; open source page for author, exact licence, original resolution and any geotags."
Fugaku fuketsu - Natural refrigerator.jpg,Fugaku Wind Cave,cave / lava; Fugaku Wind Cave,https://commons.wikimedia.org/wiki/File:Fugaku_fuketsu_-_Natural_refrigerator.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Fugaku%20fuketsu%20-%20Natural%20refrigerator.jpg?width=900,"Wikimedia Commons; open source page for author, exact licence, original resolution and any geotags."
Fugaku fuketsu - Walking in the cave.jpg,Fugaku Wind Cave,cave / lava; Fugaku Wind Cave,https://commons.wikimedia.org/wiki/File:Fugaku_fuketsu_-_Walking_in_the_cave.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Fugaku%20fuketsu%20-%20Walking%20in%20the%20cave.jpg?width=900,"Wikimedia Commons; open source page for author, exact licence, original resolution and any geotags."
Fugaku Fuketu Entrance 20161025.jpg,Fugaku Wind Cave,cave / lava; Fugaku Wind Cave,https://commons.wikimedia.org/wiki/File:Fugaku_Fuketu_Entrance_20161025.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Fugaku%20Fuketu%20Entrance%2020161025.jpg?width=900,"Wikimedia Commons; open source page for author, exact licence, original resolution and any geotags."
Fugaku Fuketu Entrance Stairs 20161025.jpg,Fugaku Wind Cave,cave / lava; Fugaku Wind Cave,https://commons.wikimedia.org/wiki/File:Fugaku_Fuketu_Entrance_Stairs_20161025.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Fugaku%20Fuketu%20Entrance%20Stairs%2020161025.jpg?width=900,"Wikimedia Commons; open source page for author, exact licence, original resolution and any geotags."
Ice Block in Fugaku wind cave.jpg,Fugaku Wind Cave,cave / lava; Fugaku Wind Cave,https://commons.wikimedia.org/wiki/File:Ice_Block_in_Fugaku_wind_cave.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Ice%20Block%20in%20Fugaku%20wind%20cave.jpg?width=900,"Wikimedia Commons; open source page for author, exact licence, original resolution and any geotags."
Lava shelf in Fugaku wind cave.jpg,Fugaku Wind Cave,cave / lava; Fugaku Wind Cave,https://commons.wikimedia.org/wiki/File:Lava_shelf_in_Fugaku_wind_cave.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Lava%20shelf%20in%20Fugaku%20wind%20cave.jpg?width=900,"Wikimedia Commons; open source page for author, exact licence, original resolution and any geotags."
Ropy lava in Fugaku wind cave.jpg,Fugaku Wind Cave,cave / lava; Fugaku Wind Cave,https://commons.wikimedia.org/wiki/File:Ropy_lava_in_Fugaku_wind_cave.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Ropy%20lava%20in%20Fugaku%20wind%20cave.jpg?width=900,"Wikimedia Commons; open source page for author, exact licence, original resolution and any geotags."
Icicle in Narusawa Ice Cave.jpg,Narusawa Ice Cave,cave / lava; Narusawa Ice Cave,https://commons.wikimedia.org/wiki/File:Icicle_in_Narusawa_Ice_Cave.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Icicle%20in%20Narusawa%20Ice%20Cave.jpg?width=900,"Wikimedia Commons; open source page for author, exact licence, original resolution and any geotags."
Lighting-uped Narusawa Ice Cave.jpg,Narusawa Ice Cave,cave / lava; Narusawa Ice Cave,https://commons.wikimedia.org/wiki/File:Lighting-uped_Narusawa_Ice_Cave.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Lighting-uped%20Narusawa%20Ice%20Cave.jpg?width=900,"Wikimedia Commons; open source page for author, exact licence, original resolution and any geotags."
Narusawa Hyoketsu Entrance 20161025.jpg,Narusawa Ice Cave,cave / lava; Narusawa Ice Cave,https://commons.wikimedia.org/wiki/File:Narusawa_Hyoketsu_Entrance_20161025.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Narusawa%20Hyoketsu%20Entrance%2020161025.jpg?width=900,"Wikimedia Commons; open source page for author, exact licence, original resolution and any geotags."
Narusawa-Hyoketsu-entrance.JPG,Narusawa Ice Cave,cave / lava; Narusawa Ice Cave,https://commons.wikimedia.org/wiki/File:Narusawa-Hyoketsu-entrance.JPG,https://commons.wikimedia.org/wiki/Special:Redirect/file/Narusawa-Hyoketsu-entrance.JPG?width=900,"Wikimedia Commons; open source page for author, exact licence, original resolution and any geotags."
Stairs and passage towards the Narusawa Hyoketsu 20161025.jpg,Narusawa Ice Cave,cave / lava; Narusawa Ice Cave,https://commons.wikimedia.org/wiki/File:Stairs_and_passage_towards_the_Narusawa_Hyoketsu_20161025.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Stairs%20and%20passage%20towards%20the%20Narusawa%20Hyoketsu%2020161025.jpg?width=900,"Wikimedia Commons; open source page for author, exact licence, original resolution and any geotags."
頭上 足元 (1244710628).jpg,Narusawa Ice Cave,Narusawa Ice Cave,https://commons.wikimedia.org/wiki/File:%E9%A0%AD%E4%B8%8A_%E8%B6%B3%E5%85%83_(1244710628).jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/%E9%A0%AD%E4%B8%8A%20%E8%B6%B3%E5%85%83%20(1244710628).jpg?width=900,"Wikimedia Commons; open source page for author, exact licence, original resolution and any geotags."
Inside the Lake Saiko Bat Cave A-Point.JPG,Lake Saiko Bat Cave,macro / edge / skyline; cave / lava; Lake Saiko Bat Cave,https://commons.wikimedia.org/wiki/File:Inside_the_Lake_Saiko_Bat_Cave_A-Point.JPG,https://commons.wikimedia.org/wiki/Special:Redirect/file/Inside%20the%20Lake%20Saiko%20Bat%20Cave%20A-Point.JPG?width=900,"Wikimedia Commons; open source page for author, exact licence, original resolution and any geotags."
Inside the Lake Saiko Bat Cave B-Point.JPG,Lake Saiko Bat Cave,macro / edge / skyline; cave / lava; Lake Saiko Bat Cave,https://commons.wikimedia.org/wiki/File:Inside_the_Lake_Saiko_Bat_Cave_B-Point.JPG,https://commons.wikimedia.org/wiki/Special:Redirect/file/Inside%20the%20Lake%20Saiko%20Bat%20Cave%20B-Point.JPG?width=900,"Wikimedia Commons; open source page for author, exact licence, original resolution and any geotags."
Inside the Lake Saiko Bat Cave C-Point.JPG,Lake Saiko Bat Cave,macro / edge / skyline; cave / lava; Lake Saiko Bat Cave,https://commons.wikimedia.org/wiki/File:Inside_the_Lake_Saiko_Bat_Cave_C-Point.JPG,https://commons.wikimedia.org/wiki/Special:Redirect/file/Inside%20the%20Lake%20Saiko%20Bat%20Cave%20C-Point.JPG?width=900,"Wikimedia Commons; open source page for author, exact licence, original resolution and any geotags."
Japan - Fujisan Area - Volcano Cave.jpg,Lake Saiko Bat Cave,cave / lava; Lake Saiko Bat Cave,https://commons.wikimedia.org/wiki/File:Japan_-_Fujisan_Area_-_Volcano_Cave.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/Japan%20-%20Fujisan%20Area%20-%20Volcano%20Cave.jpg?width=900,"Wikimedia Commons; open source page for author, exact licence, original resolution and any geotags."
Lake Saiko Bat Cave Corded Lava.JPG,Lake Saiko Bat Cave,macro / edge / skyline; cave / lava; Lake Saiko Bat Cave,https://commons.wikimedia.org/wiki/File:Lake_Saiko_Bat_Cave_Corded_Lava.JPG,https://commons.wikimedia.org/wiki/Special:Redirect/file/Lake%20Saiko%20Bat%20Cave%20Corded%20Lava.JPG?width=900,"Wikimedia Commons; open source page for author, exact licence, original resolution and any geotags."
Lake Saiko Bat Cave Diatom Earth Line.JPG,Lake Saiko Bat Cave,macro / edge / skyline; cave / lava; Lake Saiko Bat Cave,https://commons.wikimedia.org/wiki/File:Lake_Saiko_Bat_Cave_Diatom_Earth_Line.JPG,https://commons.wikimedia.org/wiki/Special:Redirect/file/Lake%20Saiko%20Bat%20Cave%20Diatom%20Earth%20Line.JPG?width=900,"Wikimedia Commons; open source page for author, exact licence, original resolution and any geotags."
Lake Saiko Bat Cave Entrance.JPG,Lake Saiko Bat Cave,macro / edge / skyline; cave / lava; Lake Saiko Bat Cave,https://commons.wikimedia.org/wiki/File:Lake_Saiko_Bat_Cave_Entrance.JPG,https://commons.wikimedia.org/wiki/Special:Redirect/file/Lake%20Saiko%20Bat%20Cave%20Entrance.JPG?width=900,"Wikimedia Commons; open source page for author, exact licence, original resolution and any geotags."
Lake Saiko Bat Cave Helmet rental.JPG,Lake Saiko Bat Cave,macro / edge / skyline; cave / lava; Lake Saiko Bat Cave,https://commons.wikimedia.org/wiki/File:Lake_Saiko_Bat_Cave_Helmet_rental.JPG,https://commons.wikimedia.org/wiki/Special:Redirect/file/Lake%20Saiko%20Bat%20Cave%20Helmet%20rental.JPG?width=900,"Wikimedia Commons; open source page for author, exact licence, original resolution and any geotags."
Lake Saiko Bat Cave Lava Dome.JPG,Lake Saiko Bat Cave,macro / edge / skyline; cave / lava; Lake Saiko Bat Cave,https://commons.wikimedia.org/wiki/File:Lake_Saiko_Bat_Cave_Lava_Dome.JPG,https://commons.wikimedia.org/wiki/Special:Redirect/file/Lake%20Saiko%20Bat%20Cave%20Lava%20Dome.JPG?width=900,"Wikimedia Commons; open source page for author, exact licence, original resolution and any geotags."
Lake Saiko Bat Cave Lava Stalactites.JPG,Lake Saiko Bat Cave,macro / edge / skyline; cave / lava; Lake Saiko Bat Cave,https://commons.wikimedia.org/wiki/File:Lake_Saiko_Bat_Cave_Lava_Stalactites.JPG,https://commons.wikimedia.org/wiki/Special:Redirect/file/Lake%20Saiko%20Bat%20Cave%20Lava%20Stalactites.JPG?width=900,"Wikimedia Commons; open source page for author, exact licence, original resolution and any geotags."
The written version of the name of Lake Sai and Aokigahara Forest Aerial photograph.jpg,Lake Saiko Bat Cave,macro / edge / skyline; interior / vegetation; Lake Saiko Bat Cave,https://commons.wikimedia.org/wiki/File:The_written_version_of_the_name_of_Lake_Sai_and_Aokigahara_Forest_Aerial_photograph.jpg,https://commons.wikimedia.org/wiki/Special:Redirect/file/The%20written%20version%20of%20the%20name%20of%20Lake%20Sai%20and%20Aokigahara%20Forest%20Aerial%20photograph.jpg?width=900,"Wikimedia Commons; open source page for author, exact licence, original resolution and any geotags."
Trail toward the Lake Saiko Bat Cave.JPG,Lake Saiko Bat Cave,macro / edge / skyline; cave / lava; Lake Saiko Bat Cave,https://commons.wikimedia.org/wiki/File:Trail_toward_the_Lake_Saiko_Bat_Cave.JPG,https://commons.wikimedia.org/wiki/Special:Redirect/file/Trail%20toward%20the%20Lake%20Saiko%20Bat%20Cave.JPG?width=900,"Wikimedia Commons; open source page for author, exact licence, original resolution and any geotags."
Viewed from outside the Lake Saiko Bat Cave.JPG,Lake Saiko Bat Cave,macro / edge / skyline; cave / lava; Lake Saiko Bat Cave,https://commons.wikimedia.org/wiki/File:Viewed_from_outside_the_Lake_Saiko_Bat_Cave.JPG,https://commons.wikimedia.org/wiki/Special:Redirect/file/Viewed%20from%20outside%20the%20Lake%20Saiko%20Bat%20Cave.JPG?width=900,"Wikimedia Commons; open source page for author, exact licence, original resolution and any geotags."
"Sea of trees, Yamanashi, Japan - drone aerial toward Mount Fuji",web extension,aerial; canopy; macro geography; Mount Fuji; forest extent,https://www.dronestagr.am/sea-of-trees-yamanashi-japan/,https://www.dronestagr.am/wp-content/uploads/2015/06/Aokigahara-and-Mount-Fuji1-scaled-1536x864.jpg?v=1737981051,"Useful canopy-scale reference. Treat as appearance evidence, not boundary evidence."
Aokigahara moss-covered lava shelf,web extension,lava shelf; moss; roots; trail; ground morphology,https://www.gettyimages.com/,,Getty result indexed in web research; licence required before production use. Useful morphology reference only.
Aokigahara trail with moss-covered roots,web extension,trail; moss; roots; interior; human-access layer,https://www.gettyimages.com/,,Getty result indexed in web research; licence required before production use. Useful trail-scale reference only.
Aerial view of Aokigahara canopy toward Lake Sai,web extension,aerial; canopy; Lake Sai; macro geography,https://www.gettyimages.com/,,Getty result indexed in web research; licence required before production use.
Aokigahara mossy root network,web extension,roots; moss; thin soil; interior; ground morphology,https://kshouse.jp/articles/fuji-view-aokigahara-forest-j/,https://i0.wp.com/kshouse.jp/articles/wp-content/uploads/2021/07/DSC04011-scaled.jpg?ssl=1&w=2440,Strong ground-scale root and moss reference. Confirm source rights before reuse.
Lake-edge forest and Mount Fuji hiking reference,web extension,lake edge; Mount Fuji; forest edge; path; context,https://www.fujibiketour.com/aokigaharafulldayhike.php?selectedcategory=hikingtours,https://www.fujibiketour.com/assets/img/carousels/fujihighlightsbiketour/mtfujiforest.jpg,Context reference; verify exact lake/viewpoint before using as a camera match.
"Ryugu Cave entrance, Aokigahara",web extension,Ryugu Cave; cave entrance; moss; basalt; safety rope,https://f.hatena.ne.jp/Terra-Khan/20090906131903,https://cdn-ak.f.st-hatena.com/images/fotolife/T/Terra-Khan/20090906/20090906131903_original.jpg,Entrance morphology reference. Verify licence/permission before production reuse.
"Saiko-side Aokigahara trail, low sun",web extension,trail; low sun; moss; interior; Saiko; light,https://saikonaturestay.com/,https://saikonaturestay.com/images/aokigahara-forest.webp,Useful light and trail condition reference. Verify rights before reuse.
Yamanashi 2026 Aokigahara Jukai Eco Tour Guideline map,official map/document,official; route map; Mt Omuro; Lake Sai; caves; roads; 2026,https://www.pref.yamanashi.jp/fujisan-whc/ecotourguidline.html,https://www.pref.yamanashi.jp/documents/97765/aokigaharajukaiforestguidelines.pdf,Primary reconstruction source. Page 1 schematically distinguishes usable routes and named natural-monument lava caves; page 2 sets protection/use rules.
Yamanashi 2026 Aokigahara official English visual brochure,official map/document,official; visual reference; seasons; key spots; forest; map,https://www.pref.yamanashi.jp/kankou-sgn/jyukaijigyou.html,https://www.pref.yamanashi.jp/documents/122515/enn_compressed.pdf,"Six-page official 2026 brochure with canopy, interior, seasonal, cave, lake-edge and illustrated regional-context material."
GSI Fuji Volcano Land Condition Map / data,official map/document,GSI; volcanic landforms; DEM; LiDAR; terrain classification; GIS,https://www.gsi.go.jp/bousaichiri/volcano-maps-vlcm.html,,"Primary terrain/landform authority. GSI states Fuji map uses aerial-photo interpretation, field survey, DEM and airborne laser scanning."
"GSJ Geological Map of Fuji Volcano, 2nd Edition",official map/document,GSJ; geology; 1:25000; lava flow; Fuji volcano,https://www.gsj.jp/publications/pub/openfile/openfile0592.html,,Geological foundation for separating 864 lava-flow geometry from modern forest cover.
Yamanashi 2026 official usable-route / cave schematic,official map/document,route network; caves; forest roads; Mt Omuro; Lake Sai,https://www.pref.yamanashi.jp/documents/97765/guidelineryakuzu.pdf,https://www.pref.yamanashi.jp/documents/97765/guidelineryakuzu.pdf,"Primary official schematic. Distinguishes usable routes, old transport roads/forest roads and protected lava caves. Georegister; do not treat as survey geometry."
"Ministry of Environment 1:25,000 existing vegetation map — Narusawa 533815",official GIS/document,vegetation GIS; 1:25000; Narusawa; polygons,https://www.biodic.go.jp/chm/dataset/9e762c9ab2e86fc651f47989c60f9f07,https://www.biodic.go.jp/chm/dataset/9e762c9ab2e86fc651f47989c60f9f07,Official Biodiversity Center metadata; JPEG and Shp formats; 2004–05 survey. Use as polygon source for spatial vegetation classes.
"Ministry of Environment 1:25,000 existing vegetation map — Fuji 533805",official GIS/document,vegetation GIS; 1:25000; Fuji; polygons,https://www.biodic.go.jp/chm/dataset/fac603a7f0494ecc052793c5d5e92095,https://www.biodic.go.jp/chm/dataset/fac603a7f0494ecc052793c5d5e92095,Official Biodiversity Center metadata; JPEG and Shp formats; 2004–05 survey. Complements Narusawa sheet to the south.
YAMAP current Fugaku Wind Cave – Narusawa Ice Cave model course,route / GPX evidence,route; current activity; Fugaku; Narusawa; Tokai Nature Trail,https://yamap.com/model-courses/95828,https://yamap.com/model-courses/95828,"Current public route evidence. Model course reports 2.5 km, 1:02, 58 m ascent/descent; useful for route continuity, not authoritative survey geometry."
YAMAP 2026 Aokigahara – Sankodai – Ashiwadayama activity,route / GPX evidence,route; 2026; Fugaku; Narusawa; Koyodai; Sankodai,https://yamap.com/activities/47364623,https://yamap.com/activities/47364623,11.8 km activity dated 2026-04-11; checkpoint order provides current continuity evidence from cave corridor to Koyodai/Sankodai.
YAMAP Shoji entrance trail activity index,route / GPX evidence,Shoji entrance; route; 2026; western/central coverage,https://yamap.com/landmarks/52798,https://yamap.com/landmarks/52798,Current activity index includes a 2026-08-10 10.8 km Shoji entrance trail hike and several longer Aokigahara/Omuro routes; useful discovery source for western route ground truth.
Yamanashi 2025 Aokigahara three-course official experience flyer,official map/document,Motosu; Shoji; Saiko; route concepts; current public programme,https://www.pref.yamanashi.jp/documents/122515/1129chirashii.pdf,https://www.pref.yamanashi.jp/documents/122515/1129chirashii.pdf,"Official itinerary evidence for Motosu forest walk, Shoji/Kamahata forest walk and Saiko/Sankodai/Fugaku course."
Yamanashi Aokigahara official current tourism page (2026),official map/document,public trails; visitor access; cave corridor; Koyodai,https://www.yamanashi-kankou.jp/aokigaharajukai/,https://www.yamanashi-kankou.jp/aokigaharajukai/,Current official visitor context. Use for public-route/infrastructure validation and conservation constraints.
Shoji entrance trailhead in wet summer forest,web extension,Shoji entrance; trailhead; wet season; signage; forest edge,https://minkara.carview.co.jp/userid/803451/blog/27075701/,https://cdn.snsimg.carview.co.jp/minkara/mybbs/000/002/549/742/2549742/p1.jpg,Secondary photographic ground truth. Shows Shoji entrance trailhead sign at 983 m and wet deciduous/conifer edge conditions.
Motosu-to-Tokai Nature Trail Aokigahara flat route image (2026),web extension,Motosu; Tokai Nature Trail; current; forest road/path,https://note.com/grey/n/n3af1a7673ab7,https://note.com/grey/n/n3af1a7673ab7,Current secondary route reference; use only after source-page validation. Added to strengthen western route appearance coverage.
Aokigahara current route junction sign — Ice Cave / Wind Cave / Lake Shoji,web extension,trail junction; signage; Tokai Nature Trail; route continuity,https://discover.hubpages.com/travel/What-is-Japans-Suicide-Forest-Really-Like,https://images.saymedia-content.com/.image/t_share/MTc0NDY3NzY5NzM4MjA4NjE2/what-is-japans-suicide-forest-really-like.jpg,"Secondary photo showing a bilingual junction sign linking Ice Cave, Wind Cave and Lake Shoji; useful for signage/material reference, not route survey."
GSI elevation tile catalogue — DEM1A/DEM5A/B/C/DEM10B,official GIS/document,DEM; elevation tiles; 1m; 5m; 10m; acquisition,https://maps.gsi.go.jp/development/ichiran.html,https://maps.gsi.go.jp/development/ichiran.html,Official tile catalogue. DEM1A PNG uses z17; DEM5A/B/C z15; DEM10B z14. Use with tile plan; tile existence still needs validation.
GSI Fundamental Geospatial Data DEM download specification (2026),official GIS/document,DEM; GML; 1m; 5m; 10m; accuracy; JGD2024,https://service.gsi.go.jp/kiban/app/help/,https://service.gsi.go.jp/kiban/app/help/,"Official download-service documentation for DEM1A, 5A, 5B, 5C, 10A/10B and accuracy/source methods."
Aokigahara pilgrimage / Shojin O-ana route map (2024 field report),maps / west-central,map; Shoji; pilgrimage; Aokigahara lava extent; west-central gap,https://ameblo.jp/fuji-jii3776/entry-12855014331.html,https://stat.ameba.jp/user_images/20240604/16/fuji-jii3776/e7/6f/j/o1080078915447386775.jpg,Secondary field-report map. Valuable for western visual research; cross-check geometry against official sources.
Aokigahara and Fuji surroundings schematic – niponica,maps / macro,map; macro geography; lakes; caves; Fuji context,https://web-japan.org/niponica/niponica13/ja/feature/feature04.html,https://web-japan.org/niponica/images/ja/niponica13/feature04-06.jpg,Government-affiliated Web Japan visual overview; schematic only.
Aokigahara lava-tunnel topography 3D view,maps / geology,3D terrain; lava; caves; lakes; macro morphology,https://www.web-gis.jp/GM1000/GM_Red1/GM_Red1-107.html,https://www.web-gis.jp/GM1000/GM_Red1/Photo/GM_Red1-107a.jpg,Secondary 3D visualization made from GSI source tiles; strong interpretation aid.
Yamanashi official eco-tour route/cave schematic (2026),maps / official route topology,official; route topology; Mt Omuro; Saiko; caves; forest roads,https://www.pref.yamanashi.jp/fujisan-whc/ecotourguidline.html,https://www.pref.yamanashi.jp/documents/97765/guidelineryakuzu.pdf,Primary official topology source. Schematic rather than survey-grade.
Yamanashi official Aokigahara surrounding walking-trail map,maps / official visitor routes,official; trails; Saiko; Ryugu; Fugaku; Narusawa; visitor infrastructure,https://www.pref.yamanashi.jp/ft-hokenf/suicide-guideline1.html,https://www.pref.yamanashi.jp/documents/28200/tebiki.pdf,Current public-route and POI cross-check.
Existing Vegetation Map 2024 raster tile service,GIS / vegetation,official; vegetation; raster tile; current national dataset,https://www.biodic.go.jp/kiso/vg/vg_kiso.html,https://www.biodic.go.jp/kiso/vg/tile/veg2024raster/{z}/{x}/{y}.png,Live tile service; source polygon survey year varies 1999-2023.
GSI nationwide latest seamless aerial photography,map / current orthophoto,current aerial; canopy; forest edge; roads; orthophoto,https://maps.gsi.go.jp/development/ichiran.html,https://cyberjapandata.gsi.go.jp/xyz/seamlessphoto/{z}/{x}/{y}.jpg,Live tile layer. Local acquisition date varies; use GSI capture-period metadata when date matters.
GSI aerial photography 1974-1978,map / historical aerial,historic aerial; 1970s; canopy change; roads,https://maps.gsi.go.jp/development/ichiran.html,https://cyberjapandata.gsi.go.jp/xyz/gazo1/{z}/{x}/{y}.jpg,Official historical tile layer; coverage must be verified locally.
GSI aerial photography 1961-1969,map / historical aerial,historic aerial; 1960s; canopy change; roads,https://maps.gsi.go.jp/development/ichiran.html,https://cyberjapandata.gsi.go.jp/xyz/ort_old10/{z}/{x}/{y}.png,Official historical tile layer; coverage must be verified locally.
GSI Fuji volcanic basic-map data — coloured relief,map / terrain,Fuji; volcanic relief; lidar; terrain; lava morphology,https://maps.gsi.go.jp/development/ichiran.html,https://cyberjapandata.gsi.go.jp/xyz/vbmd_colorrel/{z}/{x}/{y}.png,"Official GSI volcanic-map data compiled using airborne laser, fundamental geospatial and volcanic-disaster data."
GSI Fuji volcanic land-condition map,map / geology geomorphology,Fuji; volcanic landforms; lava; geomorphology,https://maps.gsi.go.jp/development/ichiran.html,https://cyberjapandata.gsi.go.jp/xyz/vlcd/{z}/{x}/{y}.png,Official GSI volcanic land-condition raster tile layer.
GSI Fuji digital volcanic geomorphology classification,map / geology geomorphology,Fuji; volcanic geomorphology; digital classification; lava,https://maps.gsi.go.jp/development/ichiran.html,https://cyberjapandata.gsi.go.jp/xyz/vlcd_fuji/{z}/{x}/{y}.png,Fuji-specific GSI digital volcanic geomorphology tile identifier verified in official supplemental URL table.
GSJ Seamless Digital Geological Map of Japan V2,map / geology,geology; AIST; seamless; lava substrate,https://gbank.gsj.jp/seamless/v2/api/1.3/,https://gbank.gsj.jp/seamless/v2/api/1.3.1/tiles/{z}/{y}/{x}.png,"Official GSJ/AIST geology tiles; useful contextual cross-check, but Fuji Volcano 2016 vector map is preferred for detailed eruptive units."
GSJ Fuji Volcano Geological Map 2nd edition vector data,map / geology vector,Fuji; geology; shapefile; Aokigahara lava; Jogan eruption; vector,https://gbank.gsj.jp/datastore/,,"2016 1:50,000 special geological map vector dataset (catalogue lists Shapefile, 8.6 MB). Primary future source for extracting Jōgan/Aokigahara lava polygons."
Ministry of Environment Fuji-Hakone-Izu National Park — Fuji north/west zone maps,map / protected area,national park; zoning; protected area; Fuji north; Fuji west,https://www.env.go.jp/park/fujihakone/intro/index.html,,Official detailed PDF zoning sheets. Keep separate from forest/lava/cultural-property boundaries.
Yamanashi Natural Monument: Fuji Primeval Forest and Aokigahara Jukai,map / protected area,natural monument; protected forest; 1926; 2010; Aokigahara,https://www.pref.yamanashi.jp/bunka/bunkazaihogo/bunkazai_data/yamanashinobunkazai_nb0002.html,,"Official designation record: original 1926 protected corridor/areas plus ~816 ha added in 2010; total ~1,600 ha."
GSJ Fuji Volcano Geological Map 2nd ed. — live WMTS,map / geology vector-rendered,Fuji; 2016; 1:50000; geology; Aokigahara lava; crater; fissure; WMTS,https://gbank.gsj.jp/owscontents/contents/miscellaneous_12_detail.html,https://ows.gsj.jp/tilemap/miscellaneous/wmts/1.0.0/miscellaneous_00012/default/EPSG900913/{z}/{y}/{x}.png,Official GSJ WMTS rendering of the second-edition Fuji Volcano Geological Map; now included as a switchable atlas overlay.
