grid_id,cell_size_m,centroid_lon,centroid_lat,project_crs,research_aoi_only,nearest_anchor,nearest_anchor_m,nearest_route_evidence,nearest_route_evidence_m,visual_route_evidence,route_evidence_confidence,vegetation_gis_status,terrain_source_status,overall_reconstruction_evidence,research_priority,focus_envelope_heuristic,warning,veg2024_layer_status,veg2024_crs,veg2024_use_note,terrain_best_dem_resolution,evidence_grade_revision
G017_008,250,138.597766,35.449001,EPSG:6676,True,Omuro Cave,5784.3,Fugaku–Narusawa public cave corridor,6262.0,Low,Low,western gap: adjacent Shoji-sheet vegetation GIS retrieval still required,GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,Low,P1,True,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
G017_009,250,138.597769,35.451254,EPSG:6676,True,Omuro Cave,5795.0,Fugaku–Narusawa public cave corridor,6139.6,Low,Low,western gap: adjacent Shoji-sheet vegetation GIS retrieval still required,GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,Low,P1,True,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
G017_010,250,138.597772,35.453508,EPSG:6676,True,Omuro Cave,5816.3,Fugaku–Narusawa public cave corridor,6025.0,Low,Low,western gap: adjacent Shoji-sheet vegetation GIS retrieval still required,GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,Low,P1,True,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
G017_011,250,138.597775,35.455761,EPSG:6676,True,Omuro Cave,5848.3,Fugaku–Narusawa public cave corridor,5918.8,Low,Low,western gap: adjacent Shoji-sheet vegetation GIS retrieval still required,GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,Low,P1,True,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
G017_012,250,138.597777,35.458015,EPSG:6676,True,Fugaku Wind Cave,5821.4,Fugaku–Narusawa public cave corridor,5821.4,Low,Low,western gap: adjacent Shoji-sheet vegetation GIS retrieval still required,GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,Low,P1,True,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
G017_013,250,138.59778,35.460268,EPSG:6676,True,Fugaku Wind Cave,5733.2,Fugaku–Narusawa public cave corridor,5733.2,Low,Low,western gap: adjacent Shoji-sheet vegetation GIS retrieval still required,GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,Low,P1,True,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
G017_014,250,138.597783,35.462522,EPSG:6676,True,Fugaku Wind Cave,5654.7,Fugaku–Narusawa public cave corridor,5654.7,Low,Low,western gap: adjacent Shoji-sheet vegetation GIS retrieval still required,GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,Low,P1,True,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
G017_015,250,138.597785,35.464775,EPSG:6676,True,Fugaku Wind Cave,5586.3,Fugaku–Narusawa public cave corridor,5586.3,Low,Low,western gap: adjacent Shoji-sheet vegetation GIS retrieval still required,GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,Low,P1,True,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
G017_016,250,138.597788,35.467029,EPSG:6676,True,Fugaku Wind Cave,5528.4,Fugaku–Narusawa public cave corridor,5528.4,Low,Low,western gap: adjacent Shoji-sheet vegetation GIS retrieval still required,GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,Low,P1,True,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
G017_017,250,138.597791,35.469282,EPSG:6676,True,Fugaku Wind Cave,5481.3,Fugaku–Narusawa public cave corridor,5481.3,Low,Low,western gap: adjacent Shoji-sheet vegetation GIS retrieval still required,GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,Low,P1,True,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
G017_018,250,138.597794,35.471536,EPSG:6676,True,Fugaku Wind Cave,5445.3,Fugaku–Narusawa public cave corridor,5445.3,Low,Low,western gap: adjacent Shoji-sheet vegetation GIS retrieval still required,GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,Low,P1,True,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
G017_019,250,138.597796,35.473789,EPSG:6676,True,Fugaku Wind Cave,5420.5,Fugaku–Narusawa public cave corridor,5420.5,Low,Low,western gap: adjacent Shoji-sheet vegetation GIS retrieval still required,GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,Low,P1,True,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
G017_020,250,138.597799,35.476043,EPSG:6676,True,Fugaku Wind Cave,5407.3,Fugaku–Narusawa public cave corridor,5407.3,Low,Low,western gap: adjacent Shoji-sheet vegetation GIS retrieval still required,GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,Low,P1,True,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
G017_021,250,138.597802,35.478296,EPSG:6676,True,Fugaku Wind Cave,5405.5,Fugaku–Narusawa public cave corridor,5405.5,Low,Low,western gap: adjacent Shoji-sheet vegetation GIS retrieval still required,GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,Low,P1,True,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
G017_022,250,138.597805,35.48055,EPSG:6676,True,Fugaku Wind Cave,5415.4,Fugaku–Narusawa public cave corridor,5415.4,Low,Low,western gap: adjacent Shoji-sheet vegetation GIS retrieval still required,GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,Low,P1,True,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
G017_023,250,138.597807,35.482803,EPSG:6676,True,Fugaku Wind Cave,5436.7,Fugaku–Narusawa public cave corridor,5436.7,Low,Low,western gap: adjacent Shoji-sheet vegetation GIS retrieval still required,GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,Low,P1,True,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
G017_024,250,138.59781,35.485057,EPSG:6676,True,Fugaku Wind Cave,5469.4,Fugaku–Narusawa public cave corridor,5469.4,Low,Low,western gap: adjacent Shoji-sheet vegetation GIS retrieval still required,GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,Low,P1,True,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
G017_025,250,138.597813,35.48731,EPSG:6676,True,Fugaku Wind Cave,5513.2,Fugaku–Narusawa public cave corridor,5513.2,Low,Low,western gap: adjacent Shoji-sheet vegetation GIS retrieval still required,GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,Low,P1,True,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
G017_026,250,138.597815,35.489564,EPSG:6676,True,Fugaku Wind Cave,5567.9,Fugaku–Narusawa public cave corridor,5567.9,Low,Low,western gap: adjacent Shoji-sheet vegetation GIS retrieval still required,GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,Low,P1,True,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
G017_027,250,138.597818,35.491817,EPSG:6676,True,Fugaku Wind Cave,5633.2,Fugaku–Narusawa public cave corridor,5633.2,Low,Low,western gap: adjacent Shoji-sheet vegetation GIS retrieval still required,GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,Low,P1,True,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
G017_028,250,138.597821,35.494071,EPSG:6676,True,Fugaku Wind Cave,5708.7,Fugaku–Narusawa public cave corridor,5708.7,Low,Low,western gap: adjacent Shoji-sheet vegetation GIS retrieval still required,GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,Low,P1,True,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
G017_029,250,138.597824,35.496324,EPSG:6676,True,Fugaku Wind Cave,5794.0,Fugaku–Narusawa public cave corridor,5794.0,Low,Low,western gap: adjacent Shoji-sheet vegetation GIS retrieval still required,GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,Low,P1,True,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
G017_030,250,138.597826,35.498578,EPSG:6676,True,Fugaku Wind Cave,5888.7,Fugaku–Narusawa public cave corridor,5888.7,Low,Low,western gap: adjacent Shoji-sheet vegetation GIS retrieval still required,GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,Low,P1,True,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
G017_031,250,138.597829,35.500831,EPSG:6676,True,Fugaku Wind Cave,5992.3,Fugaku–Narusawa public cave corridor,5992.3,Low,Low,western gap: adjacent Shoji-sheet vegetation GIS retrieval still required,GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,Low,P1,True,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
G017_032,250,138.597832,35.503085,EPSG:6676,True,Fugaku Wind Cave,6104.4,Fugaku–Narusawa public cave corridor,6104.4,Low,Low,western gap: adjacent Shoji-sheet vegetation GIS retrieval still required,GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,Low,P1,True,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
G017_033,250,138.597835,35.505338,EPSG:6676,True,Fugaku Wind Cave,6224.6,Fugaku–Narusawa public cave corridor,6224.6,Low,Low,western gap: adjacent Shoji-sheet vegetation GIS retrieval still required,GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,Low,P3,False,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
G017_034,250,138.597837,35.507592,EPSG:6676,True,Fugaku Wind Cave,6352.3,Fugaku–Narusawa public cave corridor,6352.3,Low,Low,western gap: adjacent Shoji-sheet vegetation GIS retrieval still required,GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,Low,P3,False,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
G017_035,250,138.59784,35.509845,EPSG:6676,True,Fugaku Wind Cave,6487.1,Fugaku–Narusawa public cave corridor,6487.1,Low,Low,western gap: adjacent Shoji-sheet vegetation GIS retrieval still required,GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,Low,P3,False,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
G017_036,250,138.597843,35.512099,EPSG:6676,True,Fugaku Wind Cave,6628.7,Fugaku–Narusawa public cave corridor,6628.7,Low,Low,western gap: adjacent Shoji-sheet vegetation GIS retrieval still required,GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,Low,P3,False,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
G017_037,250,138.597846,35.514352,EPSG:6676,True,Fugaku Wind Cave,6776.5,Fugaku–Narusawa public cave corridor,6776.5,Low,Low,western gap: adjacent Shoji-sheet vegetation GIS retrieval still required,GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,Low,P3,False,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
G017_038,250,138.597848,35.516606,EPSG:6676,True,Fugaku Wind Cave,6930.1,Fugaku–Narusawa public cave corridor,6930.1,Low,Low,western gap: adjacent Shoji-sheet vegetation GIS retrieval still required,GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,Low,P3,False,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
G017_039,250,138.597851,35.518859,EPSG:6676,True,Fugaku Wind Cave,7089.3,Fugaku–Narusawa public cave corridor,7089.3,Low,Low,western gap: adjacent Shoji-sheet vegetation GIS retrieval still required,GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,Low,P3,False,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
G017_040,250,138.597854,35.521113,EPSG:6676,True,Fugaku Wind Cave,7253.6,Fugaku–Narusawa public cave corridor,7253.6,Low,Low,western gap: adjacent Shoji-sheet vegetation GIS retrieval still required,GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,Low,P3,False,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
